timestamp,ip,method,url,status,payloadSize,payloadSnippet,userAgent,responseTimeMs,time_delta,auth_fail,rapid_request,large_payload,is_get,xss_pattern,sqli_pattern,fail_rolling,label
2025-12-30 10:34:51.747000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,0,1.013,0,1,0,0,0,1,0.0,normal
2025-12-30 10:34:52.760000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,1,1.013,0,1,0,0,0,1,0.0,normal
2025-12-30 10:34:53.772000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,0,1.012,0,1,0,0,0,1,0.0,normal
2025-12-30 10:34:54.784000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,0,1.012,0,1,0,0,0,1,0.0,normal
2025-12-30 10:34:55.797000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,1,1.013,0,1,0,0,0,1,0.0,normal
2025-12-30 10:34:56.810000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,1,1.013,0,1,0,0,0,1,0.0,normal
2025-12-30 10:34:57.822000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,1,1.012,0,1,0,0,0,1,0.0,normal
2025-12-30 10:34:58.836000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,1,1.014,0,1,0,0,0,1,0.0,normal
2025-12-30 10:34:59.853000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,1,1.017,0,1,0,0,0,1,0.0,normal
2025-12-30 10:35:00.866000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,0,1.013,0,1,0,0,0,1,0.0,normal
2025-12-30 10:35:01.879000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,1,1.013,0,1,0,0,0,1,0.0,normal
2025-12-30 10:35:02.890000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,0,1.011,0,1,0,0,0,1,0.0,normal
2025-12-30 10:35:03.902000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,0,1.012,0,1,0,0,0,1,0.0,normal
2025-12-30 10:35:04.914000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,1,1.012,0,1,0,0,0,1,0.0,normal
2025-12-30 10:35:05.924000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,0,1.01,0,1,0,0,0,1,0.0,normal
2025-12-30 10:35:06.937000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,0,1.013,0,1,0,0,0,1,0.0,normal
2025-12-30 10:35:07.949000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,1,1.012,0,1,0,0,0,1,0.0,normal
2025-12-30 10:35:08.961000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,1,1.012,0,1,0,0,0,1,0.0,normal
2025-12-30 10:35:09.974000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,0,1.013,0,1,0,0,0,1,0.0,normal
2025-12-30 10:35:10.985000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,0,1.011,0,1,0,0,0,1,0.0,normal
2025-12-30 10:35:11.997000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,0,1.012,0,1,0,0,0,1,0.0,normal
2025-12-30 10:35:13.010000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,1,1.013,0,1,0,0,0,1,0.0,normal
2025-12-30 10:35:14.023000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,0,1.013,0,1,0,0,0,1,0.0,normal
2025-12-30 10:35:15.035000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,1,1.012,0,1,0,0,0,1,0.0,normal
2025-12-30 10:35:16.047000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,1,1.012,0,1,0,0,0,1,0.0,normal
2025-12-30 10:35:17.059000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,1,1.012,0,1,0,0,0,1,0.0,normal
2025-12-30 10:35:18.072000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,0,1.013,0,1,0,0,0,1,0.0,normal
2025-12-30 10:35:19.084000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,0,1.012,0,1,0,0,0,1,0.0,normal
2025-12-30 10:35:20.097000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,1,1.013,0,1,0,0,0,1,0.0,normal
2025-12-30 10:35:21.108000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,1,1.011,0,1,0,0,0,1,0.0,normal
2025-12-30 10:35:22.121000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,1,1.013,0,1,0,0,0,1,0.0,normal
2025-12-30 10:35:23.134000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,1,1.013,0,1,0,0,0,1,0.0,normal
2025-12-30 10:35:24.147000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,0,1.013,0,1,0,0,0,1,0.0,normal
2025-12-30 10:35:25.158000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,0,1.011,0,1,0,0,0,1,0.0,normal
2025-12-30 10:35:26.170000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,0,1.012,0,1,0,0,0,1,0.0,normal
2025-12-30 10:35:27.182000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,0,1.012,0,1,0,0,0,1,0.0,normal
2025-12-30 10:35:28.194000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,0,1.012,0,1,0,0,0,1,0.0,normal
2025-12-30 10:35:29.206000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,0,1.012,0,1,0,0,0,1,0.0,normal
2025-12-30 10:35:30.223000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,1,1.017,0,1,0,0,0,1,0.0,normal
2025-12-30 10:35:31.236000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,1,1.013,0,1,0,0,0,1,0.0,normal
2025-12-30 10:35:32.244000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,0,1.008,0,1,0,0,0,1,0.0,normal
2025-12-30 10:35:33.256000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,1,1.012,0,1,0,0,0,1,0.0,normal
2025-12-30 10:35:34.268000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,1,1.012,0,1,0,0,0,1,0.0,normal
2025-12-30 10:35:35.286000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,1,1.018,0,1,0,0,0,1,0.0,normal
2025-12-30 10:35:36.299000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,0,1.013,0,1,0,0,0,1,0.0,normal
2025-12-30 10:35:37.311000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,0,1.012,0,1,0,0,0,1,0.0,normal
2025-12-30 10:35:38.323000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,0,1.012,0,1,0,0,0,1,0.0,normal
2025-12-30 10:35:39.335000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,0,1.012,0,1,0,0,0,1,0.0,normal
2025-12-30 10:35:40.347000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,0,1.012,0,1,0,0,0,1,0.0,normal
2025-12-30 10:35:41.358000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,0,1.011,0,1,0,0,0,1,0.0,normal
2025-12-30 10:35:42.369000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,0,1.011,0,1,0,0,0,1,0.0,normal
2025-12-30 10:35:43.381000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,0,1.012,0,1,0,0,0,1,0.0,normal
2025-12-30 10:35:44.393000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,0,1.012,0,1,0,0,0,1,0.0,normal
2025-12-30 10:35:45.411000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,1,1.018,0,1,0,0,0,1,0.0,normal
2025-12-30 10:35:46.423000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,0,1.012,0,1,0,0,0,1,0.0,normal
2025-12-30 10:35:47.435000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,1,1.012,0,1,0,0,0,1,0.0,normal
2025-12-30 10:35:48.447000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,0,1.012,0,1,0,0,0,1,0.0,normal
2025-12-30 10:35:49.458000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,1,1.011,0,1,0,0,0,1,0.0,normal
2025-12-30 10:35:50.469000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,0,1.011,0,1,0,0,0,1,0.0,normal
2025-12-30 10:35:51.480000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,0,1.011,0,1,0,0,0,1,0.0,normal
2025-12-30 10:35:52.492000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,0,1.012,0,1,0,0,0,1,0.0,normal
2025-12-30 10:35:53.503000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,0,1.011,0,1,0,0,0,1,0.0,normal
2025-12-30 10:35:54.514000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,0,1.011,0,1,0,0,0,1,0.0,normal
2025-12-30 10:35:55.526000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,0,1.012,0,1,0,0,0,1,0.0,normal
2025-12-30 10:35:56.538000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,0,1.012,0,1,0,0,0,1,0.0,normal
2025-12-30 10:35:57.551000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,0,1.013,0,1,0,0,0,1,0.0,normal
2025-12-30 10:35:58.564000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,0,1.013,0,1,0,0,0,1,0.0,normal
2025-12-30 10:35:59.582000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,1,1.018,0,1,0,0,0,1,0.0,normal
2025-12-30 10:36:00.602000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,1,1.02,0,1,0,0,0,1,0.0,normal
2025-12-30 10:36:01.616000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,1,1.014,0,1,0,0,0,1,0.0,normal
2025-12-30 10:36:02.628000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,1,1.012,0,1,0,0,0,1,0.0,normal
2025-12-30 10:36:03.639000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,0,1.011,0,1,0,0,0,1,0.0,normal
2025-12-30 10:36:04.657000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,1,1.018,0,1,0,0,0,1,0.0,normal
2025-12-30 10:36:05.670000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,0,1.013,0,1,0,0,0,1,0.0,normal
2025-12-30 10:36:06.682000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,1,1.012,0,1,0,0,0,1,0.0,normal
2025-12-30 10:36:07.693000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,0,1.011,0,1,0,0,0,1,0.0,normal
2025-12-30 10:36:08.711000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,1,1.018,0,1,0,0,0,1,0.0,normal
2025-12-30 10:36:09.723000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,0,1.012,0,1,0,0,0,1,0.0,normal
2025-12-30 10:36:10.742000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,1,1.019,0,1,0,0,0,1,0.0,normal
2025-12-30 10:36:11.754000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,1,1.012,0,1,0,0,0,1,0.0,normal
2025-12-30 10:36:12.772000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,1,1.018,0,1,0,0,0,1,0.0,normal
2025-12-30 10:36:13.783000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,1,1.011,0,1,0,0,0,1,0.0,normal
2025-12-30 10:36:14.793000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,0,1.01,0,1,0,0,0,1,0.0,normal
2025-12-30 10:36:15.804000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,0,1.011,0,1,0,0,0,1,0.0,normal
2025-12-30 10:36:16.816000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,0,1.012,0,1,0,0,0,1,0.0,normal
2025-12-30 10:36:17.828000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,0,1.012,0,1,0,0,0,1,0.0,normal
2025-12-30 10:36:18.840000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,0,1.012,0,1,0,0,0,1,0.0,normal
2025-12-30 10:36:19.850000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,0,1.01,0,1,0,0,0,1,0.0,normal
2025-12-30 10:36:20.863000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,1,1.013,0,1,0,0,0,1,0.0,normal
2025-12-30 10:36:21.878000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,1,1.015,0,1,0,0,0,1,0.0,normal
2025-12-30 10:36:22.890000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,0,1.012,0,1,0,0,0,1,0.0,normal
2025-12-30 10:36:23.903000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,1,1.013,0,1,0,0,0,1,0.0,normal
2025-12-30 10:36:24.916000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,0,1.013,0,1,0,0,0,1,0.0,normal
2025-12-30 10:36:25.932000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,0,1.016,0,1,0,0,0,1,0.0,normal
2025-12-30 10:36:26.945000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,0,1.013,0,1,0,0,0,1,0.0,normal
2025-12-30 10:36:27.957000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,1,1.012,0,1,0,0,0,1,0.0,normal
2025-12-30 10:36:28.969000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,1,1.012,0,1,0,0,0,1,0.0,normal
2025-12-30 10:36:29.981000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,1,1.012,0,1,0,0,0,1,0.0,normal
2025-12-30 10:36:30.991000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,0,1.01,0,1,0,0,0,1,0.0,normal
2025-12-30 10:36:32.004000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,1,1.013,0,1,0,0,0,1,0.0,normal
2025-12-30 10:36:33.017000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,1,1.013,0,1,0,0,0,1,0.0,normal
2025-12-30 10:36:34.028000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,0,1.011,0,1,0,0,0,1,0.0,normal
2025-12-30 10:36:35.040000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,0,1.012,0,1,0,0,0,1,0.0,normal
2025-12-30 10:36:36.052000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,0,1.012,0,1,0,0,0,1,0.0,normal
2025-12-30 10:36:37.064000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,1,1.012,0,1,0,0,0,1,0.0,normal
2025-12-30 10:36:38.076000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,0,1.012,0,1,0,0,0,1,0.0,normal
2025-12-30 10:36:39.093000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,1,1.017,0,1,0,0,0,1,0.0,normal
2025-12-30 10:36:40.107000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,0,1.014,0,1,0,0,0,1,0.0,normal
2025-12-30 10:36:41.119000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,0,1.012,0,1,0,0,0,1,0.0,normal
2025-12-30 10:36:42.132000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,1,1.013,0,1,0,0,0,1,0.0,normal
2025-12-30 10:36:43.144000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,1,1.012,0,1,0,0,0,1,0.0,normal
2025-12-30 10:36:44.156000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,1,1.012,0,1,0,0,0,1,0.0,normal
2025-12-30 10:36:45.167000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,0,1.011,0,1,0,0,0,1,0.0,normal
2025-12-30 10:36:46.186000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,1,1.019,0,1,0,0,0,1,0.0,normal
2025-12-30 10:36:47.197000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,0,1.011,0,1,0,0,0,1,0.0,normal
2025-12-30 10:36:48.210000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,0,1.013,0,1,0,0,0,1,0.0,normal
2025-12-30 10:36:49.222000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,1,1.012,0,1,0,0,0,1,0.0,normal
2025-12-30 10:36:50.231000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,1,1.009,0,1,0,0,0,1,0.0,normal
2025-12-30 10:36:51.243000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,0,1.012,0,1,0,0,0,1,0.0,normal
2025-12-30 10:36:52.255000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,0,1.012,0,1,0,0,0,1,0.0,normal
2025-12-30 10:36:53.267000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,1,1.012,0,1,0,0,0,1,0.0,normal
2025-12-30 10:36:54.280000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,1,1.013,0,1,0,0,0,1,0.0,normal
2025-12-30 10:36:55.291000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,0,1.011,0,1,0,0,0,1,0.0,normal
2025-12-30 10:36:56.302000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,0,1.011,0,1,0,0,0,1,0.0,normal
2025-12-30 10:36:57.312000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,0,1.01,0,1,0,0,0,1,0.0,normal
2025-12-30 10:36:58.328000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,1,1.016,0,1,0,0,0,1,0.0,normal
2025-12-30 10:36:59.340000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,0,1.012,0,1,0,0,0,1,0.0,normal
2025-12-30 10:37:00.353000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,1,1.013,0,1,0,0,0,1,0.0,normal
2025-12-30 10:37:01.366000+00:00,::1,POST,/api/auth/login,200,42,"{""username"":""admin"",""password"":""admin123""}",curl/8.17.0,1,1.013,0,1,0,0,0,1,0.0,normal
